ZONE,SALLE,19,11
ZONE,SALLE,19,12
ZONE,SALLE,19,13
ZONE,SALLE,19,14
ZONE,SALLE,19,15
ZONE,SALLE,19,16
ZONE,SALLE,19,17
ZONE,SALLE,19,18
ZONE,SALLE,19,19
ZONE,SALLE,20,10
ZONE,SALLE,20,11
ZONE,SALLE,20,12
ZONE,SALLE,20,13
ZONE,SALLE,20,14
ZONE,SALLE,20,15
ZONE,SALLE,20,16
ZONE,SALLE,20,17
ZONE,SALLE,20,18
ZONE,SALLE,20,19
ZONE,SALLE,21,10
ZONE,SALLE,21,11
ZONE,SALLE,21,12
ZONE,SALLE,21,13
ZONE,SALLE,21,14
ZONE,SALLE,21,15
ZONE,SALLE,21,16
ZONE,SALLE,21,17
ZONE,SALLE,21,18
ZONE,SALLE,21,19
ZONE,SALLE,22,10
ZONE,SALLE,22,11
ZONE,SALLE,22,12
ZONE,SALLE,22,13
ZONE,SALLE,22,14
ZONE,SALLE,22,15
ZONE,SALLE,22,16
ZONE,SALLE,22,17
ZONE,SALLE,22,18
ZONE,SALLE,22,19
ZONE,CUISINE,14,4
ZONE,CUISINE,14,5
ZONE,CUISINE,14,6
ZONE,CUISINE,14,7
ZONE,CUISINE,14,8
ZONE,CUISINE,14,9
ZONE,CUISINE,15,4
ZONE,CUISINE,15,5
ZONE,CUISINE,15,6
ZONE,CUISINE,15,7
ZONE,CUISINE,15,8
ZONE,CUISINE,15,9
ZONE,CUISINE,16,4
ZONE,CUISINE,16,5
ZONE,CUISINE,16,6
ZONE,CUISINE,16,7
ZONE,CUISINE,16,8
ZONE,CUISINE,16,9
ZONE,CUISINE,17,4
ZONE,CUISINE,17,5
ZONE,CUISINE,17,6
ZONE,CUISINE,17,7
ZONE,CUISINE,17,8
ZONE,CUISINE,17,9
ZONE,CUISINE,18,4
ZONE,CUISINE,18,5
ZONE,CUISINE,18,6
ZONE,CUISINE,18,7
ZONE,CUISINE,18,8
ZONE,CUISINE,18,9
ZONE,CUISINE,19,4
ZONE,CUISINE,19,5
ZONE,CUISINE,19,6
ZONE,CUISINE,19,7
ZONE,CUISINE,19,8
ZONE,CUISINE,19,9
ZONE,CUISINE,20,4
ZONE,CUISINE,20,5
ZONE,CUISINE,20,6
ZONE,CUISINE,20,7
ZONE,CUISINE,20,8
ZONE,CUISINE,20,9
ZONE,CUISINE,21,4
ZONE,CUISINE,21,5
ZONE,CUISINE,21,6
ZONE,CUISINE,21,7
ZONE,CUISINE,21,8
ZONE,CUISINE,21,9
ZONE,CUISINE,22,4
ZONE,CUISINE,22,5
ZONE,CUISINE,22,6
ZONE,CUISINE,22,7
ZONE,CUISINE,22,8
ZONE,CUISINE,22,9
STOCK,Champignon,2,10
STOCK,Fromage,3,10
STOCK,Saumon,6,10
STOCK,Citron,2,10
STOCK,Oeuf,2,10
STOCK,Viande hachee,5,10
STOCK,Tomate,2,8
STOCK,Pate,3,15
STOCK,Sauce tomate,1,14
STOCK,Poulet,4,10
STOCK,Creme,3,10
STOCK,Pain,3,21
STOCK,Epices,1,10
STOCK,Spaghetti,3,10
MEUBLE,FOUR,17,6
MEUBLE,TABLE,15,12
MEUBLE,TABLE,15,15
MEUBLE,PLANTE,22,10
MEUBLE,PLANTE,22,19
MEUBLE,PLANTE,14,19
MEUBLE,TABLE,15,18
MEUBLE,TABLE,18,18
SERVEUR,Julie,1,50,19,10
SERVEUR,Julie,1,50,18,10
CUISINIER,Gordon,1,100,18,6
SUCCES,Bon debut,true,false
SUCCES,Restaurant populaire,false,false
SUCCES,Riche marchand,false,false
SUCCES,Bonne reputation,false,false
SUCCES,Semaine chargee,false,false
GAMESTAT,revenus,351
GAMESTAT,depenses,1548
GAMESTAT,pourboires,65
GAMESTAT,nbCuisiniers,1
GAMESTAT,reputation,50
GAMESTAT,salaires,200
GAMESTAT,loyers,180
GAMESTAT,nbMeubles,8
GAMESTAT,achats,968
GAMESTAT,jour,1
GAMESTAT,nbServeurs,2
GAMESTAT,construction,200
GAMESTAT,nbCommandes,20
ARGENT,353
REPUTATION,50
PROPRETE,64
JOUR,2
ARGENT_HIST,1550
ARGENT_HIST,353
